verb,translation,present_irregular,separable,reflexive,sxz_ending,nm_ending_regular,nm_ending_irregular,dt_ending,no_en_ending,a_stemchanging,i_stemchanging,ie_stemchanging,stem_changing_t,irregular_other,present_singular_1st_person,present_singular_2nd_person,present_singular_3rd_person,present_plural_1st_person,present_plural_2nd_person,present_plural_3rd_person,present_formal
tun,to do,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,tue,tust,tut,tun,tut,tun,tun
üben,to practice/to exercise (activity),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,übe,übst,übt,üben,übt,üben,üben
überarbeiten,to rework/to revise,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,überarbeite,überarbeitest,überarbeitet,überarbeiten,überarbeitet,überarbeiten,überarbeiten
überraschen,to surprise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,überrasche,überraschst,überrascht,überraschen,überrascht,überraschen,überraschen
überblicken,to overlook (visually)/to have an overview (a situation),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,überblicke,überblickst,überblickt,überblicken,überblickt,überblicken,überblicken
überdecken,to mask/to cover over/to hide,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,überdecke,überdeckst,überdeckt,überdecken,überdeckt,überdecken,überdecken
überdenken,to rethink/to review critically,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,überdenke,überdenkst,überdenkt,überdenken,überdenkt,überdenken,überdenken
überfließen,to flow over,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,überfließe,überfließt,überfließt,überfließen,überfließt,überfließen,überfließen
überfluten,to overflow,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,überflute,überflutest,überflutet,überfluten,überflutet,überfluten,überfluten
sich überfressen,to overeat until discomfort,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,überfresse mich,überfrisst dich,überfrisst sich,überfressen uns,überfresst euch,überfressen sich,überfressen sich
sich übergeben,to vomit,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,übergebe mich,übergibst dich,übergibt sich,übergeben uns,übergebt euch,übergeben sich,übergeben sich
überwinden,to overcome/to conquer,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,überwinde,überwindest,überwindet,überwinden,überwindet,überwinden,überwinden
sich überwinden,to bring oneself (to do something),TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,überwinde mich,überwindest dich,überwindet sich,überwinden uns,überwindet euch,überwinden sich,überwinden sich
überschreiten,"to cross/to exceed (a border, limit or budget)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,überschreite,überschreitest,überschreitet,überschreiten,überschreitet,überschreiten,überschreiten
übersehen,to overlook (a mistake)/to supervise,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,übersehe,übersiehst,übersieht,übersehen,überseht,übersehen,übersehen
überspringen,to omit/to leave out/ to jump over (something),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,überspringe,überspringst,überspringt,überspringen,überspringt,überspringen,überspringen
überspringen,to spread  (fire/sparks/disease),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,springe über,springst über,springt über,springen über,springt über,springen über,springen über
überwachen,to monitor/to supervise/to keep under surveillance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,überwache,überwachst,überwacht,überwachen,überwacht,überwachen,überwachen
überweisen,to transfer (money),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,überweise,überweist,überweist,überweisen,überweist,überweisen,überweisen
umbauen,to remodel (a building),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,baue um,baust um,baut um,bauen um,baut um,bauen um,bauen um
umbiegen,to bend over,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,biege um,biegst um,biegt um,biegen um,biegt um,biegen um,biegen um
sich umblicken,to look around,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,blicke mich um,blickst dich um,blickt sich um,blicken uns um,blickt euch um,blicken sich um,blicken sich um
umbringen,to kill (more colloquially),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bringe um,bringst um,bringt um,bringen um,bringt um,bringen um,bringen um
umdenken,to change one's way of thinking,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,denke um,denkst um,denkt um,denken um,denkt um,denken um,denken um
umfassen,to consist of,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,umfasse,umfasst,umfasst,umfassen,umfasst,umfassen,umfassen
umreißen,to knock over/to topple,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,reiße um,reißt um,reißt um,reißen um,reißt um,reißen um,reißen um
umreißen,to outline,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,umreiße,umreißt,umreißt,umreißen,umreißt,umreißen,umreißen
umschreiben,to rewrite/to paraphrase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,umschreibe,umschreibst,umschreibt,umschreiben,umschreibt,umschreiben,umschreiben
umsetzen,to implement,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,umsetze,umsetzt,umsetzt,umsetzen,umsetzt,umsetzen,umsetzen
umsteigen,to change (buses/trains),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,steige um,steigst um,steigt um,steigen um,steigt um,steigen um,steigen um
umstellen,to rearrange,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,stelle um,stellst um,stellt um,stellen um,stellt um,stellen um,stellen um
umstellen,to surround,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,umstelle,umstellst,umstellt,umstellen,umstellt,umstellen,umstellen
umstürzen,to topple over,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,stürze um,stürzt um,stürzt um,stürzen um,stürzt um,stürzen um,stürzen um
umtreiben,to worry,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,treibe um,treibst um,treibt um,treiben um,treibt um,treiben um,treiben um
umwenden,to turn something over/to turn something around,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wende um,wendest um,wendet um,wenden um,wendet um,wenden um,wenden um
umziehen,to move (residences),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ziehe um,ziehst um,zieht um,ziehen um,zieht um,ziehen um,ziehen um
sich umziehen,to change clothes,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ziehe mich. um,ziehst dich um,zieht sich um,ziehen uns um,zieht euch um,ziehen sich um,ziehen sich um
unterbrechen,"to interrupt (speaking, an activity)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,unterbreche,unterbrichst,unterbricht,unterbrechen,unterbrecht,unterbrechen,unterbrechen
untergehen,to sink,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,gehe unter,gehst unter,geht unter,gehen unter,geht unter,gehen unter,gehen unter
unterhalten,to support (financially)/to maintain (infrastructure)/to entertain (someone),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,unterhalte,unterhältst,unterhält,unterhalten,unterhaltet,unterhalten,unterhalten
sich unterhalten,to converse,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,unterhalte mich,unterhältst dich,unterhält sich,unterhalten uns,unterhaltet euch,unterhalten sich,unterhalten sich
untermischen,to mix (something into something else),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,mische unter,mischst unter,mischt unter,mischen unter,mischt unter,mischen unter,mischen unter
unterscheiden,to make a distinction (between),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unterscheide,unterscheidest,unterscheidet,unterscheiden,unterscheidet,unterscheiden,unterscheiden
unterschreiten,to fall below (a limit),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unterschreite,unterschreitest,unterschreitet,unterschreiten,unterschreitet,unterschreiten,unterschreiten
unterstützen,"to suppot (people, organizations, projects)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unterstütze,unterstützt,unterstützt,unterstützen,unterstützt,unterstützen,unterstützen
verachten,to despise,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verachte,verachtest,verachtet,verachten,verachtet,verachten,verachten
verbauen,"to use (building materials)/to block (light, view, access)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verbaue,verbaust,verbaut,verbauen,verbaut,verbauen,verbauen
sich verbauen,to mess up one's chance,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verbaue mich,verbaust dich,verbaut sich,verbauen uns,verbaut euch,verbauen sich,verbauen sich
verbergen,to hide/to conceal,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,verberge,verbirgst,verbirgt,verbergen,verbergt,verbergen,verbergen
verbessern,"to improve (something, oneself)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,verbessere,verbesserst,verbessert,verbessern,verbessert,verbessern,verbessern
verbinden,to connect/to link/to bandage,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verbinde,verbindest,verbindet,verbinden,verbindet,verbinden,verbinden
sich verbinden,to bandage oneself/to ally oneself,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verbinde mich,verbindest dich,verbindet sich,verbinden uns,verbindet euch,verbinden sich,verbinden sich
verbrennen,to burn something up,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verbrenne,verbrennst,verbrennt,verbrennen,verbrennt,verbrennen,verbrennen
verdanken,to have something thanks to someone,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verdanke,verdankst,verdankt,verdanken,verdankt,verdanken,verdanken
verderben,to spoil/to ruin/to go bad (food),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,verderbe,verdirbst,verdirbt,verderben,verderbt,verderben,verderben
sich verderben,to spoil for oneself (appetite/health),TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,verderbe mich,verdirbst dich,verdirbt sich,verderben uns,verderbt euch,verderben sich,verderben sich
verdichten,"to condense (physically, time, story)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verdichte,verdichtest,verdichtet,verdichten,verdichtet,verdichten,verdichten
sich verdichten,to become denser,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verdichte mich,verdichtest dich,verdichtet sich,verdichten uns,verdichtet euch,verdichten sich,verdichten sich
verdienen,to earn/to deserve,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verdiene,verdienst,verdient,verdienen,verdient,verdienen,verdienen
verehren,to adore/to deeply revere,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verehre,verehrst,verehrt,verehren,verehrt,verehren,verehren
vereinigen,to unite,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,vereinige,vereinigst,vereinigt,vereinigen,vereinigt,vereinigen,vereinigen
sich vereinigen,to merge together,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,vereinige mich,vereinigst dich,vereinigt sich,vereinigen uns,vereinigt euch,vereinigen sich,vereinigen sich
verfassen,to compose/to write (text),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verfasse,verfasst,verfasst,verfassen,verfasst,verfassen,verfassen
verfolgen,to chase/tp pursue,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verfolge,verfolgst,verfolgt,verfolgen,verfolgt,verfolgen,verfolgen
verfrachten,to ship/to transport,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verfrachte,verfrachtest,verfrachtet,verfrachten,verfrachtet,verfrachten,verfrachten
verführen,to seduce/to lure,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verführe,verführst,verführt,verführen,verführt,verführen,verführen
vergären,to ferment something,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,vergäre,vergärst,vergärt,vergären,vergärt,vergären,vergären
vergeben,to forgive,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,vergebe,vergibst,vergibt,vergeben,vergebt,vergeben,vergeben
vergessen,to forget/to leave behind,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,vergesse,vergesst,vergesst,vergessen,vergesst,vergessen,vergessen
sich verhalten,to behave,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,verhalte mich,verhältst dich,verhält sich,verhalten uns,verhaltet eich,verhalten sich,verhalten sich
verhandeln,to negotiate/to hold a trial,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,verhandele,verhandelst,verhandelt,verhandelen,verhandelt,verhandelen,verhandelen
verkaufen,to sell,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verkaufe,verkaufst,verkauft,verkaufen,verkauft,verkaufen,verkaufen
sich verkaufen,to sell oneself (figuratively),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verkaufe mich,verkaufst dich,verkauft sich,verkaufen uns,verkauft euch,verkaufen sich,verkaufen sich
verkehren,to operate (public transport)/to socialize,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verkehre,verkehrst,verkehrt,verkehren,verkehrt,verkehren,verkehren
verklagen,to sue (someone),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verklage,verklagst,verklagt,verklagen,verklagt,verklagen,verklagen
verklären,to glorify/to romanticize,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verkläre,verklärst,verklärt,verklären,verklärt,verklären,verklären
verkommen,to decay,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verkomme,verkommst,verkommt,verkommen,verkommt,verkommen,verkommen
verletzen,"to hurt (phsically, emotional)/to violate (rules)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verletze,verletzt,verletzt,verletzen,verletzt,verletzen,verletzen
sich verletzen,to hurt oneself,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verletze mich,verletzt dich,verletzt sich,verletzen uns,verletzt euch,verletzen sich,verletzen sich
sich verlieben,to fall in love,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verliebe mich,verliebst dich,verliebt sich,verlieben uns,verliebt euch,verlieben sich,verlieben sich
verlieren,"to lose (object, contest, abstract)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verliere,verlierst,verliert,verlieren,verliert,verlieren,verlieren
sich verlieren,to get lost (in something),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verliere mich,verlierst dich,verliert sich,verlieren uns,verliert euch,verlieren sich,verlieren sich
vermehren,to increase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,vermehre,vermehrst,vermehrt,vermehren,vermehrt,vermehren,vermehren
sich vermehren,to multiply (organisms),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,vermehre mich,vermehrst dich,vermehrt sich,vermehren uns,vermehrt euch,vermehren sich,vermehren sich
vernichten,to destroy/to annihilate/to exterminate,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,vernichte,vernichtest,vernichtet,vernichten,vernichtet,vernichten,vernichten
vermischen,to mix thoroughly (into one),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,vermische,vermischst,vermischt,vermischen,vermischt,vermischen,vermischen
verraten,to betray,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,verrate,verrätst,verrät,verraten,verratet,verraten,verraten
verrichten,to perform (duties),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verrichte,verrichtest,verrichtet,verrichten,verrichtet,verrichten,verrichten
verrücken,to move out of place/to displace,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verrücke,verrückst,verrückt,verrücken,verrückt,verrücken,verrücken
versagen,to fail,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,versage,versagst,versagt,versagen,versagt,versagen,versagen
verschicken,to send out (many items),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verschicke,verschickst,verschickt,verschicken,verschickt,verschicken,verschicken
verschieben,to postpone/to move (an appointment),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verschiebe,verschiebst,verschiebt,verschieben,verschiebt,verschieben,verschieben
verschlafen,to oversleep,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,verschlafe,verschläfst,verschläft,verschlafen,verschlaft,verschlafen,verschlafen
verschlingen,to devour,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verschlinge,verschlingst,verschlingt,verschlingen,verschlingt,verschlingen,verschlingen
verschmachten,to die of thirst/hunger,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verschmachte,verschmachtest,verschmachtet,verschmachten,verschmachtet,verschmachten,verschmachten
verschmelzen,to fuse/to merge,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,verschmelze,verschmilzt,verschmilzt,verschmelzen,verschmelzt,verschmelzen,verschmelzen
verschmerzen,to get over/to cope (with),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verschmerze,verschmerzt,verschmerzt,verschmerzen,verschmerzt,verschmerzen,verschmerzen
verschmieren,to smudge/to smear (all over),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verschmiere,verschmierst,verschmiert,verschmieren,verschmiert,verschmieren,verschmieren
verschneiden,to cut together/to dilute (wine or spirits),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verschneide,verschneidest,verschneidet,verschneiden,verschneidet,verschneiden,verschneiden
verschreiben,to perscribe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verschreibe,verschreibst,verschreibt,verschreiben,verschreibt,verschreiben,verschreiben
sich verschreiben,to make a mistake (in writing),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verschreibe mich,verschreibst dich,verschreibt sich,verschreiben uns,verschreibt euch,verschreiben sich,verschreiben sich
verschweigen,to withhold/to conceal (by not saying),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verschweige,verschweigst,verschweigt,verschweigen,verschweigt,verschweigen,verschweigen
verschwinden,to disappear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verschwinde,verschwindest,verschwindet,verschwinden,verschwindet,verschwinden,verschwinden
sich verschwören,to conspire against,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verschwöre mich,verschwörst dich,verschwört sich,verschwören uns,verschwört euch,verschwören sich,verschwören sich
versenden,to send out (many items),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,versende,versendest,versendet,versenden,versendet,versenden,versenden
versinken,to sink into/to lose oneself in,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,versinke,versinkst,versinkt,versinken,versinkt,versinken,versinken
verspinnen,to spin fibers into a product,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verspinne,verspinnst,verspinnt,verspinnen,verspinnt,verspinnen,verspinnen
versprechen,to promise,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,verspreche,versprichst,verspricht,versprechen,versprecht,versprechen,versprechen
sich versprechen,to have a slip of the togue,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,verspreche mich,versprichst dich,verspricht sich,versprechen uns,versprecht euch,versprechen sich,versprechen sich
verspritzen,to splash (dispersal with droplets),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verspritze,verspritzt,verspritzt,verspritzen,verspritzt,verspritzen,verspritzen
versprühen,to spray (dispersal with fine mist),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,versprühe,versprühst,versprüht,versprühen,versprüht,versprühen,versprühen
verstechen,to ruin something from pricking,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,versteche,verstichst,versticht,verstechen,verstecht,verstechen,verstechen
verstehen,to understand,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verstehe,verstehst,versteht,verstehen,versteht,verstehen,verstehen
versterben,to pass away (polite),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,versterbe,verstirbst,verstirbt,versterben,versterbt,versterben,versterben
verstoßen,"to violate (rules, laws)/to disown",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,verstoße,verstößst,verstößt,verstoßen,verstoßt,verstoßen,verstoßen
verstreichen,to pass (time),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verstreiche,verstreichst,verstreicht,verstreichen,verstreicht,verstreichen,verstreichen
